       21	2019-12-25 19:44:56	1	0	1	0
       13	2019-12-25 19:45:39	1	1	1	0
       13	2019-12-25 19:45:46	1	0	1	0
       20	2019-12-25 19:46:24	1	0	1	0
       20	2019-12-25 19:46:26	1	0	1	0
       18	2019-12-25 19:50:55	1	1	1	0
       18	2019-12-25 19:51:02	1	0	1	0
       16	2019-12-25 20:06:46	1	0	1	0
       25	2019-12-25 20:07:23	1	0	1	0
       26	2019-12-25 20:09:45	1	0	1	0
       21	2019-12-25 21:06:54	1	1	1	0
       16	2019-12-25 21:06:59	1	1	1	0
       26	2019-12-25 21:45:32	1	1	1	0
       13	2019-12-26 08:42:56	1	0	1	0
       31	2019-12-26 08:53:09	1	0	1	0
        4	2019-12-26 08:54:54	1	0	1	0
       14	2019-12-26 08:58:02	1	0	1	0
       12	2019-12-26 09:01:53	1	0	1	0
        4	2019-12-26 09:04:48	1	0	1	0
       28	2019-12-26 09:04:56	1	0	1	0
       15	2019-12-26 09:06:35	1	0	1	0
        8	2019-12-26 09:15:55	1	0	1	0
        9	2019-12-26 09:23:34	1	0	1	0
        6	2019-12-26 09:23:44	1	0	1	0
       10	2019-12-26 09:28:55	1	0	1	0
       11	2019-12-26 09:30:20	1	0	1	0
        2	2019-12-26 09:33:55	1	0	1	0
       30	2019-12-26 09:36:18	1	0	1	0
       29	2019-12-26 09:40:05	1	0	1	0
        1	2019-12-26 09:48:30	1	0	0	0
        5	2019-12-26 10:02:59	1	0	1	0
        3	2019-12-26 10:37:15	1	0	1	0
       14	2019-12-26 11:58:53	1	0	1	0
       29	2019-12-26 12:00:45	1	1	1	0
       10	2019-12-26 12:46:11	1	1	1	0
        8	2019-12-26 12:52:29	1	1	1	0
       15	2019-12-26 13:00:06	1	1	1	0
        6	2019-12-26 13:05:19	1	1	1	0
        3	2019-12-26 13:08:32	1	1	1	0
       30	2019-12-26 13:30:11	1	1	1	0
        5	2019-12-26 13:31:07	1	1	1	0
       15	2019-12-26 13:46:25	1	0	1	0
       13	2019-12-26 13:47:03	1	1	1	0
       13	2019-12-26 13:47:09	1	0	1	0
        9	2019-12-26 13:49:45	1	1	1	0
        9	2019-12-26 13:49:52	1	0	1	0
        5	2019-12-26 13:54:39	1	0	1	0
        2	2019-12-26 14:06:24	1	1	1	0
        6	2019-12-26 14:06:31	1	0	1	0
       28	2019-12-26 14:06:36	1	0	1	0
       30	2019-12-26 14:06:43	1	0	1	0
       12	2019-12-26 14:07:01	1	1	1	0
       29	2019-12-26 14:13:54	1	0	1	0
       11	2019-12-26 14:20:03	1	1	1	0
       15	2019-12-26 15:54:50	1	1	1	0
        4	2019-12-26 15:55:26	1	1	1	0
       30	2019-12-26 15:58:57	1	1	1	0
        1	2019-12-26 16:00:07	1	1	0	0
        5	2019-12-26 16:00:37	1	1	1	0
       29	2019-12-26 16:00:44	1	1	1	0
        9	2019-12-26 16:01:05	1	1	1	0
        6	2019-12-26 16:01:13	1	1	1	0
        3	2019-12-26 16:03:03	1	1	1	0
       28	2019-12-26 16:09:21	1	1	1	0
       13	2019-12-26 17:55:21	1	0	1	0
       13	2019-12-26 19:24:34	1	1	1	0
       17	2019-12-26 19:55:06	1	0	1	0
       16	2019-12-26 20:56:29	1	0	1	0
       17	2019-12-26 21:21:29	1	1	1	0
       31	2019-12-29 08:33:32	1	0	1	0
       14	2019-12-29 09:02:09	1	0	1	0
       13	2019-12-29 09:05:39	1	0	1	0
       29	2019-12-29 09:07:11	1	0	1	0
        4	2019-12-29 09:19:14	1	0	1	0
       15	2019-12-29 09:20:03	1	0	1	0
        1	2019-12-29 09:22:39	1	0	0	0
        2	2019-12-29 09:22:55	1	0	1	0
       10	2019-12-29 09:25:30	1	0	1	0
       12	2019-12-29 09:34:13	1	0	1	0
        6	2019-12-29 09:39:55	1	0	1	0
        5	2019-12-29 09:50:41	1	0	1	0
       30	2019-12-29 09:54:44	1	0	1	0
        3	2019-12-29 10:38:22	1	0	1	0
        9	2019-12-29 11:25:36	1	0	1	0
        9	2019-12-29 12:19:53	1	1	1	0
       30	2019-12-29 12:59:17	1	1	1	0
       14	2019-12-29 13:00:03	1	1	1	0
        6	2019-12-29 13:00:33	1	1	1	0
        5	2019-12-29 13:00:52	1	1	1	0
       10	2019-12-29 13:01:00	1	1	1	0
       29	2019-12-29 13:01:09	1	1	1	0
        3	2019-12-29 13:01:42	1	1	1	0
       12	2019-12-29 13:01:52	1	1	1	0
        2	2019-12-29 13:20:57	1	1	1	0
        1	2019-12-29 13:30:17	1	1	1	0
        1	2019-12-29 13:30:31	1	0	1	0
        6	2019-12-29 13:42:28	1	0	1	0
        5	2019-12-29 13:51:46	1	0	1	0
       13	2019-12-29 13:53:41	1	0	1	0
       14	2019-12-29 13:57:01	1	0	1	0
       15	2019-12-29 13:59:33	1	0	1	0
       12	2019-12-29 14:00:25	1	1	1	0
        3	2019-12-29 14:03:43	1	0	1	0
       29	2019-12-29 14:04:32	1	0	1	0
       30	2019-12-29 14:06:51	1	0	1	0
       12	2019-12-29 15:21:27	1	1	1	0
       30	2019-12-29 15:57:43	1	1	1	0
        4	2019-12-29 15:58:46	1	1	1	0
       14	2019-12-29 15:59:25	1	1	1	0
       13	2019-12-29 15:59:50	1	1	1	0
       15	2019-12-29 16:00:11	1	1	1	0
        5	2019-12-29 16:00:17	1	1	1	0
       29	2019-12-29 16:00:26	1	1	1	0
        3	2019-12-29 16:01:10	1	1	1	0
        1	2019-12-29 16:01:37	1	1	0	0
       13	2019-12-29 19:58:44	1	0	1	0
